Date,Open,High,Low,Close,Adj Close,Volume
2022-09-19,36.384998,39.052502,36.136749,38.855000,35.494946,1558400
2022-09-20,38.165001,38.228748,36.325001,37.500000,34.775333,2300400
2022-09-21,38.982498,39.407501,35.950001,35.994999,33.379681,2881200
2022-09-22,37.092499,37.782501,34.654999,34.715000,32.192684,2234000
2022-09-23,31.557501,31.602501,28.386250,29.017500,26.909151,5968000
2022-09-26,28.722500,29.675751,27.150000,27.290001,25.307169,3352000
2022-09-27,28.280001,29.650000,27.750000,28.622499,26.542850,3776800
2022-09-28,29.416000,32.729000,28.844999,32.410000,30.055159,6251200
2022-09-29,31.680000,32.012001,29.865000,31.955000,29.633219,3954400
2022-09-30,31.142500,32.982498,30.635000,32.042500,29.714359,3112800
2022-10-03,34.572498,36.619999,34.424999,36.082500,33.460827,3765600
2022-10-04,38.122501,40.014999,37.500000,39.930000,37.028774,3472400
2022-10-05,39.807499,41.994999,37.993252,41.320000,38.317780,4315600
2022-10-06,40.832500,43.039749,40.502499,42.522499,39.432907,3057600
2022-10-07,42.522499,43.887501,40.764999,41.452499,38.440651,3511600
2022-10-10,41.592499,42.767750,39.147751,39.932499,37.031090,2670400
2022-10-11,38.142502,40.549999,37.272499,38.770000,35.953053,3392000
2022-10-12,38.322498,40.430000,37.282501,39.712502,36.827076,2365600
2022-10-13,38.404999,43.169998,38.115002,42.677502,39.576645,3549600
2022-10-14,41.730000,42.950001,38.217751,38.382500,35.593708,3043600
2022-10-17,39.817501,41.362499,39.358002,40.212502,37.290749,2257200
2022-10-18,40.992500,42.125000,39.340000,40.935001,37.960754,3023200
2022-10-19,40.785000,43.510502,40.537498,43.117500,39.984676,2988000
2022-10-20,44.174999,45.060001,41.812500,42.224998,39.157024,2312000
2022-10-21,42.939999,44.099998,41.250000,43.977501,40.782192,2547600
2022-10-24,44.080002,44.974998,43.052502,44.165001,40.956066,1884000
2022-10-25,43.775002,44.974998,43.000000,44.752499,41.500881,2092800
2022-10-26,45.137501,47.332500,45.137501,46.200001,42.843208,2293600
2022-10-27,47.494999,48.529999,45.287498,45.427502,42.126835,2185200
2022-10-28,46.162498,46.866249,42.707500,45.012501,41.741993,2253600
2022-10-31,44.432499,47.202499,44.119999,46.209999,42.852478,2054400
2022-11-01,48.055000,48.084999,46.625000,47.367500,43.925880,1818400
2022-11-02,47.377499,48.250000,44.627499,44.939999,41.674755,2432400
2022-11-03,44.002499,47.527500,43.855000,46.967499,43.554943,2025600
2022-11-04,49.352501,50.505001,46.672501,48.717499,45.177792,2507200
2022-11-07,49.530251,52.187500,49.485001,51.674999,47.920403,2074400
2022-11-08,51.522499,51.522499,49.375000,51.000000,47.294449,2205600
2022-11-09,49.000000,49.314999,44.042500,44.287498,41.069664,2604800
2022-11-10,46.687500,47.720001,44.870499,47.720001,44.252769,1912000
2022-11-11,49.709999,51.637501,49.313999,50.540001,46.867874,2112800
2022-11-14,50.209999,52.000000,49.029999,49.130001,45.560322,1878400
2022-11-15,49.917500,51.700001,48.897499,51.494999,47.753483,2160800
2022-11-16,50.055000,50.262501,47.957500,48.494999,44.971458,2022000
2022-11-17,47.192501,48.320000,46.089748,48.264999,44.758167,2152400
2022-11-18,46.397499,47.509998,43.900002,47.222500,43.791416,2864800
2022-11-21,45.275002,45.724998,41.802502,45.362499,42.066559,4684000
2022-11-22,46.794998,49.125000,46.654751,49.119999,45.551044,2093200
2022-11-23,47.802502,48.712502,46.497501,47.500000,44.048752,2416800
2022-11-25,47.875000,48.750000,47.263000,47.512501,44.060345,1032800
2022-11-28,44.652500,45.682499,43.812500,43.992500,40.796101,2557200
2022-11-29,45.125000,46.193748,44.261250,45.049999,41.776764,2699200
2022-11-30,46.025002,46.595001,43.651249,45.777500,42.451405,2938400
2022-12-01,46.625000,47.450001,43.919998,44.060001,40.858696,2092800
2022-12-02,43.259998,44.250000,42.712502,43.259998,40.116817,1632000
2022-12-05,44.150002,44.674999,38.665001,39.237499,36.386585,2806400
2022-12-06,38.564999,39.766251,36.290001,37.080002,34.385849,2122000
2022-12-07,37.217499,37.939999,35.650002,36.340000,33.699615,2074800
2022-12-08,37.654499,38.404999,34.367500,34.772499,32.246002,2961200
2022-12-09,34.924999,35.544998,33.417500,33.467499,31.035824,2457600
2022-12-12,34.131248,36.299999,33.678749,36.009998,33.393589,3459200
2022-12-13,37.902500,38.493500,36.552502,37.294998,34.585224,2573600
2022-12-14,37.647499,38.332500,36.107498,36.840000,34.163284,2602400
2022-12-15,35.994999,37.189999,35.412498,37.165001,34.464672,2137200
2022-12-16,35.092499,36.070000,34.312500,35.827499,33.224354,2019200
2022-12-19,36.223999,36.750000,34.062500,34.577499,32.065174,1613600
2022-12-20,34.250000,35.817501,34.189999,35.395000,32.823277,1639200
2022-12-21,36.939999,37.360001,35.560001,37.244999,34.538860,1845600
2022-12-22,37.077499,37.112499,33.152500,34.767502,32.241371,2470400
2022-12-23,35.452499,37.472500,35.147751,37.472500,34.749828,2040800
2022-12-27,37.952499,38.222500,37.137501,37.912498,35.157860,1637600
2022-12-28,37.742500,37.742500,34.375000,34.549999,32.039669,2248000
2022-12-29,34.062500,36.345001,34.020000,36.027500,33.409821,1810400
2022-12-30,35.419998,36.474998,35.358250,36.367500,33.725117,2028000
2023-01-03,35.330002,36.125000,31.482500,32.312500,29.964743,3236800
2023-01-04,31.250000,33.195000,30.857750,32.509998,30.147892,2078400
2023-01-05,32.139999,33.130001,31.591249,32.599998,30.231352,1455200
2023-01-06,33.602501,34.655251,33.233501,33.992500,31.522676,1572800
2023-01-09,35.529999,36.187500,34.477501,34.650002,32.132408,1972800
2023-01-10,34.720001,35.039501,33.275002,34.834999,32.303963,1810800
2023-01-11,35.712502,35.935001,34.384499,35.384998,32.814003,1715200
2023-01-12,35.994999,38.055000,35.871498,37.459999,34.738235,1848800
2023-01-13,37.349998,38.044998,36.287498,37.865002,35.113815,1530800
2023-01-17,38.474998,39.181751,37.702499,38.147499,35.375786,1110400
2023-01-18,38.522499,40.104752,36.666248,36.709999,34.042728,1934400
2023-01-19,36.230000,38.424999,36.085251,38.099998,35.331734,1896000
2023-01-20,38.529999,39.322498,37.525002,39.205002,36.356453,1980000
2023-01-23,39.947498,41.009998,39.633751,40.299999,37.371887,1637200
2023-01-24,39.997501,40.147499,39.000000,39.450001,36.583649,1138800
